User ID,Contests Participated,Problems Solved,Average Problem Rating,Rating Progression
Mercersfire,157,1518,1152.5691699604743,"[406, 699, 850, 903, 956, 963, 890, 952, 885, 788, 827, 734, 789, 785, 741, 741, 795, 847, 861, 1010, 972, 1031, 983, 968, 931, 924, 969, 917, 912, 918, 834, 885, 800, 906, 917, 975, 938, 1059, 952, 906, 956, 932, 981, 954, 997, 975, 1047, 1086, 1043, 1053, 1010, 1064, 1095, 1138, 1144, 1178, 1148, 1112, 1135, 1148, 1207, 1271, 1277, 1216, 1208, 1117, 1107, 1129, 1130, 1192, 1327, 1280, 1352, 1393, 1358, 1380, 1299, 1266, 1253, 1242, 1241, 1214, 1205, 1078, 1105, 1056, 1148, 1134, 1212, 1206, 1193, 1147, 1187, 1133, 1149, 1167, 1190, 1174, 1272, 1201, 1203, 1121, 1119, 1156, 1132, 1107, 1081, 1004, 1075, 1088, 1160, 1095, 1074, 1056, 1075, 1102, 1050, 1078, 1090, 1005, 1057, 1067, 1115, 1081, 1033, 1118, 1130, 1161, 1200, 1233, 1246, 1285, 1274, 1234, 1253, 1243, 1312, 1241, 1111, 1242, 1224, 1268, 1321, 1368, 1288, 1247, 1295, 1383, 1386, 1333, 1271, 1318, 1296, 1250, 1326, 1284, 1233]"
